"1439","duke","Duke","Duke University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1440","duquesne","Duquesne","Duquesne University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1441","dyouville","D'Youville","D'Youville College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1442","earlham","Earlham","Earlham College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1443","east-carolina","East Carolina","East Carolina University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1444","east-central","East Central","East Central University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1445","east-mennonite","East. Mennonite","Eastern Mennonite University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1446","east-stroudsburg","East Stroudsburg","East Stroudsburg University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1447","east-tenn-st","East Tenn. St.","East Tennessee State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1448","east-tex-am","East Tex. A&M","East Texas A&M University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1449","east-tex-baptist","East Tex. Baptist","East Texas Baptist University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1450","eastern","Eastern","Eastern University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1451","eastern-conn-st","Eastern Conn. St.","Eastern Connecticut State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1452","eastern-ill","Eastern Ill.","Eastern Illinois University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1453","eastern-ky","Eastern Ky.","Eastern Kentucky University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1454","eastern-mich","Eastern Mich.","Eastern Michigan University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1455","eastern-nm","Eastern N.M.","Eastern New Mexico University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1456","eastern-ore","Eastern Ore.","Eastern Oregon University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1457","eastern-wash","Eastern Wash.","Eastern Washington University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1458","eckerd","Eckerd","Eckerd College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1459","edgewood","Edgewood","Edgewood College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1460","edinboro","Edinboro","Edinboro University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1461","edward-waters","Edward Waters","Edward Waters","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1462","elizabeth-city-st","Elizabeth City St.","Elizabeth City State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1463","elizabethtown","Elizabethtown","Elizabethtown College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1464","elmhurst","Elmhurst","Elmhurst College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1465","elmira","Elmira","Elmira College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1466","elms","Elms","Elms College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1467","elon","Elon","Elon University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1468","embry-riddle-fl","Embry-Riddle University","Embry-Riddle University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1469","emerson","Emerson","Emerson College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1470","emmanuel-ga","Emmanuel (Ga.)","Emmanuel College (Ga.)","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1471","emmanuel-ma","Emmanuel (Mass.)","Emmanuel College (Mass.)","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1472","emory","Emory","Emory University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1473","emory-henry","Emory & Henry","Emory and Henry College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1474","emporia-st","Emporia St.","Emporia State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1475","endicott","Endicott","Endicott College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1476","erskine","Erskine","Erskine College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1477","eureka","Eureka","Eureka College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1478","evansville","Evansville","University of Evansville","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1479","evergreen-st","Evergreen St.","Evergreen St.","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1480","fairfield","Fairfield","Fairfield University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1481","fairmont-st","Fairmont St.","Fairmont State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1482","farmingdale-st","Farmingdale St.","Farmingdale State College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1483","fayetteville-st","Fayetteville St.","Fayetteville State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1484","fdu","FDU","FDU","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1485","fdu-florham","FDU-Florham","Fairleigh Dickinson Univ., Florham","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1486","felician","Felician","Felician College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1487","ferris-st","Ferris St.","Ferris State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1488","ferrum","Ferrum","Ferrum College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1489","fgcu","FGCU","Florida Gulf Coast University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1490","findlay","Findlay","University of Findlay","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1491","finlandia","Finlandia","Finlandia University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1492","fisk","Fisk","Fisk University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1493","fitchburg-st","Fitchburg St.","Fitchburg State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1494","fiu","FIU","Florida International University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1495","fla-atlantic","Florida Atlantic","Florida Atlantic University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1496","fla-southern","Fla. Southern","Florida Southern College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1497","flagler","Flagler","Flagler College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1498","florida","Florida","University of Florida","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1499","florida-am","Florida A&M","Florida A&M University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1500","florida-st","Florida St.","Florida State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1501","florida-tech","Florida Tech","Florida Tech","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1502","fontbonne","Fontbonne","Fontbonne University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1503","fordham","Fordham","Fordham University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1504","fort-hays-st","Fort Hays St.","Fort Hays State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1505","fort-lewis","Fort Lewis","Fort Lewis College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1506","fort-valley-st","Fort Valley St.","Fort Valley State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1507","framingham-st","Framingham St.","Framingham State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1508","francis-marion","Francis Marion","Francis Marion University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1509","franciscan","Franciscan","Franciscan Univ. of Steubenville","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1510","frank-marsh","Frank. & Marsh.","Franklin & Marshall College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1511","franklin","Franklin","Franklin College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1512","franklin-pierce","Franklin Pierce","Franklin Pierce University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1513","fredonia-st","Fredonia","SUNY at Fredonia","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1514","fresno-pacific","Fresno Pacific","Fresno Pacific University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1515","fresno-st","Fresno St.","Fresno State","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1516","frostburg-st","Frostburg St.","Frostburg State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1517","furman","Furman","Furman University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1518","ga-southern","Georgia Southern","Georgia Southern University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1519","ga-southwestern","Ga. Southwestern","Georgia Southwestern State Univ.","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1520","gallaudet","Gallaudet","Gallaudet University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1521","gannon","Gannon","Gannon University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1522","gardner-webb","Gardner-Webb","Gardner-Webb University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1523","geneva","Geneva","Geneva College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1524","george-fox","George Fox","George Fox University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1525","george-mason","George Mason","George Mason University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1526","george-washington","George Washington","George Washington University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1527","georgetown","Georgetown","Georgetown University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1528","georgia","Georgia","University of Georgia","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1529","georgia-college","Georgia College","Georgia College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1530","georgia-st","Georgia St.","Georgia State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1531","georgia-tech","Georgia Tech","Georgia Tech","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1532","georgian-court","Georgian Court","Georgian Court University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1533","gettysburg","Gettysburg","Gettysburg College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1534","glenville-st","Glenville St.","Glenville State College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1535","goldey-beacom","Goldey-Beacom","Goldey-Beacom College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1536","gonzaga","Gonzaga","Gonzaga University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1537","gordon","Gordon","Gordon College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1538","goucher","Goucher","Goucher College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1539","grambling","Grambling","Grambling State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1540","grand-canyon","Grand Canyon","Grand Canyon University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1541","grand-valley-st","Grand Valley St.","Grand Valley State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1542","green-bay","Green Bay","University of Wisconsin, Green Bay","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1543","green-mountain","Green Mountain","Green Mountain College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1544","greensboro","Greensboro","Greensboro College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1545","greenville","Greenville","Greenville University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1546","grinnell","Grinnell","Grinnell College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1547","grove-city","Grove City","Grove City College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1548","gru-augusta","Augusta University","Augusta University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1549","guilford","Guilford","Guilford College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1550","gust-adolphus","Gust. Adolphus","Gustavus Adolphus College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1551","gwynedd-mercy","Gwynedd-Mercy","Gwynedd-Mercy College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1552","hamilton","Hamilton","Hamilton College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1553","hamline","Hamline","Hamline University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1554","hampden-sydney","Hampden-Sydney","Hampden-Sydney College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1555","hampton","Hampton","Hampton University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1556","hanover","Hanover","Hanover College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1557","hardin-simmons","Hardin-Simmons","Hardin-Simmons University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1558","harding","Harding","Harding University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1559","hartford","Hartford","University of Hartford","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1560","hartwick","Hartwick","Hartwick College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1561","harvard","Harvard","Harvard University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1562","haverford","Haverford","Haverford College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1563","hawaii","Hawaii","University of Hawaii, Manoa","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1564","hawaii-hilo","Hawaii Hilo","University of Hawaii at Hilo","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1565","hawaii-pacific","Hawaii Pacific","Hawaii Pacific University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1566","heidelberg","Heidelberg","Heidelberg University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1567","henderson-st","Henderson St.","Henderson State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1568","hendrix","Hendrix","Hendrix College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1569","high-point","High Point","High Point University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1570","hilbert","Hilbert","Hilbert College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1571","hillsdale","Hillsdale","Hillsdale College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1572","hiram","Hiram","Hiram College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1573","hobart","Hobart","Hobart College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1574","hofstra","Hofstra","Hofstra University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1575","hollins","Hollins","Hollins University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1576","holy-cross","Holy Cross","College of the Holy Cross","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1577","holy-family","Holy Family","Holy Family University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1578","holy-names","Holy Names","Holy Names University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1579","hood","Hood","Hood College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1580","hope","Hope","Hope College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1581","houghton","Houghton","Houghton College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1582","houston","Houston","University of Houston","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1583","houston-christian","Houston Christian","Houston Christian University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1584","howard","Howard","Howard University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1585","howard-payne","Howard Payne","Howard Payne University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1586","humboldt-st","Cal Poly Humboldt","California State Polytechnic University, Humboldt","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1587","hunter","Hunter","Hunter College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1588","huntingdon","Huntingdon","Huntingdon College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1589","husson","Husson","Husson University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1590","idaho","Idaho","University of Idaho","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1591","idaho-st","Idaho St.","Idaho State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1592","iit","Illinois Tech","Illinois Tech","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1593","ill-chicago","Ill.-Chicago","University of Illinois-Chicago","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1594","ill-springfield","Ill.- Springfield","University of Illinois-Springfield","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1595","ill-wesleyan","Ill. Wesleyan","Illinois Wesleyan University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1596","illinois","Illinois","University of Illinois","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1597","illinois-col","Illinois Col.","Illinois College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1598","illinois-st","Illinois St.","Illinois State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1599","immaculata","Immaculata","Immaculata University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1600","incarnate-word","UIW","University of the Incarnate Word","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1601","indiana","Indiana","Indiana University, Bloomington","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1602","indiana-pa","Indiana (PA)","Indiana University of Pennsylvania","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1603","indiana-st","Indiana St.","Indiana State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1604","indianapolis","Indianapolis","University of Indianapolis","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1605","iona","Iona","Iona College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1606","iowa","Iowa","University of Iowa","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1607","iowa-st","Iowa St.","Iowa State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1608","iowa-wesleyan","Iowa Wesleyan","Iowa Wesleyan University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1609","ipfw","Purdue University Fort Wayne","Purdue University Fort Wayne","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1610","ithaca","Ithaca","Ithaca College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1611","iu-indy","IU Indy","Indiana University Indianapolis","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1612","jackson-st","Jackson St.","Jackson State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1613","jacksonville","Jacksonville","Jacksonville University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1614","jacksonville-st","Jacksonville St.","Jacksonville State University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1615","james-madison","James Madison","James Madison University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1616","jessup","Jessup University","Jessup University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1617","john-carroll","John Carroll","John Carroll University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1618","john-jay","John Jay","John Jay College of Criminal Justice","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1619","johns-hopkins","Johns Hopkins","Johns Hopkins University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1620","johnson-c-smith","Johnson C. Smith","Johnson C. Smith University","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1621","johnson-st","Johnson St.","Johnson State College","2025-12-11 13:41:18","2025-12-11 13:41:18"
"1622","johnson-wales-ri","Johnson & Wales (RI)","Johnson and Wales University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1623","juniata","Juniata","Juniata College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1624","jwu-denver","Johnson & Wales (Denver)","Johnson & Wales University (Denver)","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1625","kalamazoo","Kalamazoo","Kalamazoo College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1626","kansas","Kansas","University of Kansas","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1627","kansas-st","Kansas St.","Kansas State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1628","kean","Kean","Kean University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1629","keene-st","Keene St.","Keene State College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1630","kennesaw-st","Kennesaw St.","Kennesaw State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1631","kent-st","Kent St.","Kent State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1632","kentucky","Kentucky","University of Kentucky","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1633","kentucky-st","Kentucky St.","Kentucky State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1634","kenyon","Kenyon","Kenyon College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1635","keuka","Keuka","Keuka College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1636","keystone","Keystone","Keystone College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1637","king-tn","King (TN)","King University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1638","kings-pa","King's (PA)","King's College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1639","knox","Knox","Knox College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1640","kutztown","Kutztown","Kutztown University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1641","ky-wesleyan","Ky. Wesleyan","Kentucky Wesleyan College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1642","la-lafayette","La.-Lafayette","University of Louisiana at Lafayette","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1643","la-monroe","La.-Monroe","University of Louisiana at Monroe","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1644","la-roche","La Roche","La Roche College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1645","la-salle","La Salle","La Salle University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1646","la-sierra","La Sierra","La Sierra University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1647","la-verne","La Verne","University of La Verne","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1648","lafayette","Lafayette","Lafayette College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1649","lagrange","LaGrange","LaGrange College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1650","lake-erie","Lake Erie","Lake Erie College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1651","lake-forest","Lake Forest","Lake Forest College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1652","lake-superior-st","Lake Superior St.","Lake Superior State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1653","lakeland","Lakeland","Lakeland College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1654","lamar","Lamar","Lamar University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1655","lambuth","Lambuth","Lambuth University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1656","lancaster-bible","Lancaster Bible","Lancaster Bible College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1657","lander","Lander","Lander University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1658","lane","Lane","Lane College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1659","langston","Langston","Langston University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1660","lasell","Lasell","Lasell University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1661","lawrence","Lawrence","Lawrence University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1662","le-moyne","Le Moyne","Le Moyne College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1663","lebanon-valley","Lebanon Valley","Lebanon Valley College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1664","lee","Lee","Lee University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1665","lees-mcrae","Lees-McRae","Lees-McRae College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1666","lehigh","Lehigh","Lehigh University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1667","lehman","Lehman","Lehman College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1668","lemoyne-owen","LeMoyne-Owen","LeMoyne-Owen College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1669","lenoir-rhyne","Lenoir-Rhyne","Lenoir-Rhyne University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1670","lesley","Lesley","Lesley University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1671","letourneau","LeTourneau","LeTourneau University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1672","lewis","Lewis","Lewis University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1673","lewis-clark","Lewis & Clark","Lewis & Clark College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1674","liberty","Liberty","Liberty University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1675","limestone","Limestone","Limestone College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1676","lincoln-christian","Lincoln Christian","Lincoln Christian College & Seminary","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1677","lincoln-memorial","Lincoln Memorial","Lincoln Memorial University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1678","lincoln-mo","Lincoln (MO)","Lincoln University (Mo.)","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1679","lincoln-pa","Lincoln (PA)","The Lincoln University (Pa.)","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1680","lindenwood-mo","Lindenwood","Lindenwood University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1681","linfield","Linfield","Linfield College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1682","lipscomb","Lipscomb","Lipscomb University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1683","liu-post","LIU Post","LIU Post","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1684","livingstone","Livingstone","Livingstone College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1685","lock-haven","Lock Haven","Lock Haven University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1686","long-beach-st","Long Beach St.","Long Beach State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1687","long-island","Long Island","Long Island University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1688","longwood","Longwood","Longwood University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1689","loras","Loras","Loras College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1690","louisiana-col","Louisiana Col.","Louisiana College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1691","louisiana-tech","Louisiana Tech","Louisiana Tech University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1692","louisville","Louisville","University of Louisville","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1693","loyola-chicago","Loyola (IL)","Loyola University Chicago","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1694","loyola-maryland","Loyola Maryland","Loyola University Maryland","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1695","loyola-marymount","Loyola Marymount","Loyola Marymount University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1696","lsu","LSU","Louisiana State University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1697","lubbock-christian","Lubbock Christian","Lubbock Christian University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1698","luther","Luther","Luther College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1699","lycoming","Lycoming","Lycoming College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1700","lynchburg","Lynchburg","University of Lynchburg","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1701","lyndon-st","Lyndon St.","Lyndon State College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1702","lynn","Lynn","Lynn University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1703","lyon","Lyon College","Lyon College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1704","macalester","Macalester","Macalester College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1705","macmurray","MacMurray","MacMurray College","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1706","maine","Maine","University of Maine","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1707","maine-maritime","Maine Maritime","Maine Maritime Academy","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1708","malone","Malone","Malone University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1709","manchester","Manchester","Manchester University","2025-12-11 13:41:19","2025-12-11 13:41:19"
"1710","manhattan","Manhattan","Manhattan College","2025-12-11 13:41:19","2025-12-11 13:41:19"
